"spp","x","y","dbh","ht"
"Ll",295.37,78.86,10.66,10.72
"Bb",298.67,71.59,15.5,13.23
"Ee",297.87,69.93,24.28,17.76
"Cc",290.85,62.43,14.11,13.48
"Qq",293.66,64.52,31.99,19.19
"Nn",283.38,82.48,17.37,16.74
"Cc",282.73,85.41,14.39,12.19
"Ee",285.35,86.38,14.81,14.11
"Jj",287.44,86.1,15.41,12.69
"Ii",288.03,83.25,15.32,13.46
"Bb",288.13,84.17,32.58,19.74
"Dd",289.14,83.22,21.02,16.16
"Hh",280.13,96.37,10.4,12.15
"Mm",282.75,94.52,12.04,12.29
"Nn",285.4,94.83,12.08,12.49
"Oo",289.09,99.07,14.02,13.03
"Hh",289.18,99.74,12.81,12.38
"Cc",293.21,93.88,14.14,13.33
"Aa",291.88,96.33,21.07,16.59
"Ee",290.95,99.04,16.7,14.27
"Cc",292.25,97.34,11.82,12.16
"Kk",295.26,97.16,13.74,12.37
"Gg",294.85,99.37,22.51,17.88
"Ee",297.32,93.04,13.9,13.85
"Bb",298.56,93.68,14.25,13.96
"Cc",299.68,93.64,23.23,16.73
"Bb",298.28,91.74,15.58,14.84
"Ee",292.12,81,21.25,17.55
"Ll",289.31,84.27,21.22,16.02
"Bb",293.92,90.29,10.66,10.57
"Gg",294.65,87.75,29.92,16.83
"Hh",294.63,88.75,12.83,13.06
"Mm",292.79,87.98,10.77,11.45
"Cc",295.43,86.24,30.95,18.46
"Hh",295.87,87.68,14.98,13.11
"Dd",299.69,88.06,39.47,20.47
"Aa",299.82,83.97,19.88,17.07
"Dd",282.05,104.64,11.05,12.1
"Pp",283.98,101.03,12.04,12.57
"Kk",279.62,105.48,10.93,10.29
"Pp",279.8,106.66,18.71,14.87
"Cc",288.43,110.04,33.58,19.58
"Jj",289.18,110.17,13.3,12.11
"Cc",289.02,109.41,10.6,11.06
"Cc",289.43,109.79,10.13,12.44
"Mm",289.28,107.52,10.75,11.05
"Dd",289.57,105.1,13.26,12.89
"Aa",282.39,113.92,15.3,14.34
"Cc",284.87,112.57,18.04,15.36
"Bb",285.42,113.45,16.2,14.31
"Oo",280.91,115.82,15.72,13.88
"Ii",284.49,116.86,11.51,12.05
"Aa",286.55,115.19,10.5,12.47
"Dd",286.77,117.48,16.51,15.03
"Bb",287.79,116.86,11.33,12.03
"Ss",287.55,116.06,12.47,11.87
"Cc",284.35,110.37,10.51,11.01
"Bb",289.18,111.03,24.79,18.75
"Kk",291.9,111.92,13.7,13.35
"Cc",293.89,110.67,11.7,11.33
"Qq",294.66,110.03,18.35,15.75
"Aa",293.4,116.92,16.16,14.72
"Dd",292.67,119.79,31.97,19.28
"Gg",294.26,118.11,19.35,15.04
"Kk",293.65,114.65,10.88,11
"Hh",297.26,116.35,20.38,14.94
"Ee",295.32,112.46,13.7,12.86
"Gg",298.5,112.17,12.07,11.37
"Ll",290.07,101.46,14.1,13.66
"Aa",294.55,105.77,17.99,13.64
"Pp",294.03,106.83,14.53,13.08
"Dd",293.17,106.18,11.48,12.58
"Kk",295.94,105.33,10.94,9.62
"Nn",297.66,105,20.08,16.2
"Hh",296.94,107.41,11.37,12.03
"Cc",297.99,103.55,13.71,12.62
"Ff",283.89,123.64,16.9,15.52
"Ee",283.52,125.05,18.59,15.16
"Ff",284.91,122.31,20.15,17.07
"Dd",281.14,128.54,24.92,18.05
"Aa",283.97,129.46,16.26,15.41
"Qq",283.65,129.06,17.02,15.07
"Jj",284.03,128.9,11.82,11.86
"Rr",283.31,126.59,10.02,10.53
"Ii",285.49,127.21,16.56,14.98
"Dd",288.97,128.65,14.08,14.62
"Cc",289.26,128.29,10.9,11.48
"Hh",289.7,129.25,14.37,14.04
"Aa",289.29,128.18,12.09,11.95
"Jj",288.95,121.57,14.34,13.77
"Jj",281.3,131,11.98,11.88
"Ff",279.74,130.27,12.28,11.6
"Ee",281.19,134.96,12.4,12.3
"Ee",282.98,130.9,14.94,13.53
"Bb",280.93,136.84,11.12,11.12
"Kk",283.38,137.36,22.71,16.04
"Ee",285.53,136.22,10.79,11.54
"Cc",285.71,136.6,11.2,12.18
"Kk",285.03,136.39,14.49,13.89
"Oo",289.28,139.16,15.42,14.35
"Aa",290.13,135.86,21.47,17.83
"Cc",285.66,131.38,24.15,16.47
"Nn",289.18,133.6,12.07,12.66
"Kk",287.23,131.12,17.57,14.65
"Dd",292.92,139.49,12.87,12.28
"Hh",292.64,137.29,18.02,14.88
"Ff",292.84,136.55,24.12,17.93
"Ff",296.64,137.99,13.8,12.94
"Aa",299.15,135.7,21.3,17.62
"Gg",297.87,136,11.15,11.4
"Gg",293.39,121.19,13.25,13.06
"Dd",293.96,129.12,12.15,12.94
"Cc",297.89,125.52,26.33,17.02
"Aa",295.42,125.55,14.79,13.14
"Dd",296.53,120.14,12.96,12.81
"Aa",297.92,124.72,14.75,13.74
"Oo",283.85,143.78,15.33,13.38
"Cc",281.85,141.79,14.86,13.75
"Ee",280.42,145.24,13.38,12.93
"Bb",280.39,147.09,12.21,13.11
"Cc",280.85,147.76,10.27,9.52
"Hh",284.83,147.87,14.01,14.4
"Aa",286.87,148.94,11.08,11.86
"Ll",288.6,149.76,13.53,13.37
"Aa",287.54,142.37,13.56,14.21
"Ee",280.25,150.62,18.6,15.52
"Hh",281.23,152.68,10.36,12.11
"Nn",280.69,154.5,33.55,18.29
"Aa",283.08,152.47,12.58,12.01
"Dd",283.07,152.32,11.6,12.07
"Ff",284.46,151.23,14.13,13.52
"Aa",283.57,152.19,16.28,13.84
"Nn",281.49,155.31,17.67,16.36
"Hh",284.89,158.55,13.4,12.99
"Dd",284.96,158.39,12.51,11.8
"Rr",284.18,154.99,17.14,13.83
"Dd",287.04,156.69,10.76,10.36
"Cc",287.03,159.68,21.17,17.63
"Aa",288.89,156.85,12.91,11.45
"Dd",286.79,153.38,17.66,14.52
"Gg",288.98,151.11,20.49,17.23
"Dd",291.89,151.48,14.71,14.02
"Dd",292.88,154.94,10.72,11.35
"Rr",294.58,151.49,19.85,14.46
"Cc",290.73,159.22,11.22,13.13
"Oo",290.81,158.79,10.75,11.59
"Hh",292.47,159.64,21.5,16.49
"Bb",296.19,154.99,30.55,17.77
"Dd",298.61,156.52,11.6,12.09
"Bb",296.44,150.53,18.83,15.27
"Oo",297.26,149.55,10.08,9.8
"Cc",299.28,155.5,10.46,10.61
"Dd",292.87,139.95,23.22,16.96
"Cc",295.78,146.16,15.98,14.56
"Gg",294.84,149.03,25.33,18.43
"Jj",299.35,149.83,14.27,13.44
"Cc",296.14,142.47,17.28,15.81
"Bb",298.18,144.11,22.09,17.54
"Aa",299.27,145.32,15.26,13.03
"Nn",297.66,141.64,12.47,11.92
"Ii",279.74,161.05,12.05,11.7
"Kk",284.72,162.32,31.66,18.73
"Ff",283.37,162.59,12.89,12.34
"Aa",282.37,165.66,12.73,12.17
"Cc",285.22,161.9,18.57,14.65
"Aa",287.06,161.24,16.06,14.07
"Bb",290.69,162.57,15.09,14.69
"Dd",287.94,161.83,11.11,11.38
"Hh",281.38,170.81,19.52,13.75
"Gg",283.56,173.69,16.08,12.44
"Aa",283.36,179.32,25.97,16.68
"Ii",285.06,179.02,14.66,14.09
"Aa",284.95,175.35,21.04,18.81
"Bb",286.8,179.53,33.34,20.95
"Nn",290.54,179.09,13.41,13.09
"Kk",290.53,170.31,12.98,12.85
"Hh",290.09,174.07,28.21,18.58
"Dd",293.16,174.95,21.44,15.89
"Cc",293.02,179.22,13.17,12.22
"Dd",292.95,176.89,25.71,18.25
"Gg",296.6,170.44,16.88,15.47
"Bb",296.65,171.15,14.12,12.25
"Nn",297.15,172,15.83,16.81
"Hh",290.43,161.6,12.47,12.33
"Hh",292.17,161.65,29.34,16.75
"Jj",292.97,163.38,19.05,17.9
"Cc",292.58,160.95,16.56,13.89
"Nn",294.6,159.8,10.16,10.52
"Bb",291.5,164.99,22.29,16.29
"Cc",290.58,169.25,26.44,17.39
"Cc",290.74,169.39,14.17,14.43
"Ee",298.46,169.1,12.63,11.95
"Hh",297.31,161.16,19.69,17.12
"Cc",297.2,163.36,12.02,12.35
"Aa",298,162.9,18.43,16.39
"Aa",283.61,184,21.65,18.92
"Nn",283.43,188.59,17.7,15.26
"Oo",285.46,181,17.48,16.19
"Gg",287.15,182.33,22.29,16.4
"Aa",281.48,190.04,11.99,11.76
"Bb",280.03,195.36,56.69,19.27
"Cc",284.51,192.97,22.88,16.77
"Ii",280.3,195.62,18.77,15.92
"Jj",281.69,196.81,37.73,20.91
"Oo",282.26,199.88,26.54,18.65
"Kk",281.48,199.37,23.78,17.78
"Ii",286.16,190.51,25.06,17.59
"Gg",284.76,191.74,16.02,14.22
"Ff",286.27,191.67,20.3,17.14
"Hh",287.95,192.2,20.29,14.88
"Bb",289.64,190.21,23.59,18.93
"Pp",290.1,193.53,15.17,13.78
"Hh",291.95,194.4,28.74,18.86
"Bb",295.5,197.49,19.04,16.76
"Mm",295.01,179.31,14.71,13.96
"Ll",291.59,186.5,16.27,14.5
"Aa",295.33,189.2,23.49,18.94
"Nn",295.49,180.59,11.3,11.79
"Ll",298.87,181.14,32.23,21.13
"Bb",279.9,200.42,18.18,15.31
"Gg",287.5,207.6,21.07,17.12
"Ll",288.86,205.14,11.54,11.34
"Dd",289.53,203.89,20.98,17.71
"Ee",283.14,213.79,30.69,18.98
"Cc",283.12,217.14,24.5,16.45
"Bb",287.28,211.29,22.88,17.49
"Ll",286.81,212.67,24.02,17.05
"Dd",293.78,211.41,16.72,13.25
"Dd",291.36,219.23,18.94,15.5
"Dd",298.56,213.08,19.84,15.76
"Mm",292.95,200.43,15.57,12.75
"Hh",295,204.71,14.74,14.22
"Ll",295.77,208.89,12.05,12.09
"Ll",296.3,209.07,14.38,12.5
"Ll",299.67,206.88,23.64,16.97
"Hh",298.09,204.06,39.98,21.05
"Ll",280.32,221.98,24.79,16.96
"Hh",286.64,219.56,22.47,18
"Gg",282.93,234.13,23,18.2
"Kk",282.8,233.88,21.82,16.09
"Bb",283.35,233.74,22.89,17.96
"Cc",284.42,235.35,26.05,18.24
"Ii",281.88,235.58,16.23,14.34
"Nn",289.03,238.97,20.42,16.58
"Oo",285.62,238.75,23.05,17.92
"Ee",290.51,234.52,19.23,16.17
"Ee",294.13,231.61,27.42,18.87
"Mm",291.93,240.63,15.48,14.6
"Kk",294.4,239.89,26.82,19.69
"Mm",297.94,230.8,25.59,19.19
"Ll",291.03,226.06,16.9,14.08
"Aa",290.37,228.82,26.53,17.35
"Oo",292.87,229.47,17.36,15.8
"Aa",294.4,228.02,25.46,16.36
"Cc",281.99,240.41,15.15,14.8
"Qq",285.59,248.49,12.13,11.5
"Ii",283.01,247.18,19.47,16.96
"Aa",288.67,240.84,22.73,17.06
"Ff",280.48,250.46,35.4,19.27
"Cc",284.34,250.4,13.81,13.52
"Dd",287.29,254.64,40.84,21.3
"Ee",288.73,249.76,12.07,13.15
"Hh",291.46,251.6,12.73,13.48
"Bb",290.7,259.77,16.76,15.15
"Ee",292.66,259.46,11.04,12.22
"Gg",299.48,257.93,10.02,10.27
"Cc",298.17,258.26,23.18,17.64
"Mm",298.23,254.08,13.01,12.07
"Cc",293.45,240.3,13.37,13.12
"Gg",294.87,245.88,10.23,10.53
"Ee",283.92,268.74,17.29,13.91
"Nn",284.97,266.89,22.15,16.8
"Gg",285.54,270.16,12.76,12.9
"Kk",287.82,269.75,11.66,11.26
"Bb",287.03,260.69,30.86,19.82
"Dd",282.95,274.01,26.3,16.82
"Oo",287.24,279.24,14.07,13.56
"Aa",288.3,279.5,19.17,16.66
"Kk",288.57,278.82,40.96,21.14
"Aa",289.37,275.14,10.82,11.73
"Dd",285.32,272.83,10.49,12.13
"Dd",293.16,274.02,20.84,15.63
"Gg",294.87,275.33,29.56,17.95
"Ee",293.93,272.2,19.89,18.55
"Ii",295.62,271.22,15.18,14.13
"Bb",297.03,271.53,14.24,13.68
"Ll",295.95,273.13,45.5,19.03
"Ee",294.99,262.29,16.35,14.87
"Jj",300.24,263.06,16.7,14.51
"Aa",284.01,280.95,21.93,17.84
"Kk",282.37,289.87,17.11,15.6
"Nn",284.86,288.98,10.52,10.91
"Hh",286.03,289.54,92.42,21.2
"Nn",286.7,287.96,22.77,16.46
"Ff",287.97,294.66,10.17,10.51
"Bb",291.15,295.26,17.04,14.97
"Mm",290.94,295.54,21.09,14.59
"Hh",298.14,293.09,23.85,18.66
"Qq",291.13,279.73,14.66,13.68
"Kk",292.94,290.11,37.79,21.07
"Ff",296.85,286.28,20.56,16.98
"Ii",298.33,288.75,39.5,19.35
"Aa",296.95,284.4,14.79,14.58
"Ff",283.57,308.54,11.89,11.88
"Hh",284.44,306.17,19.29,16.48
"Gg",285.06,315.95,13.92,13.75
"Nn",288.81,314.22,23.12,17.69
"Hh",285.88,320.07,26.56,17.7
"Cc",289.33,315.86,47.12,18.81
"Ee",290.43,311.23,21.13,18.36
"Cc",287.26,310.82,15.47,13.71
"Dd",292.46,320.04,19.86,17.97
"Gg",292.09,317.16,11.87,12.1
"Kk",298.8,319.49,10.19,10.11
"Cc",300.29,317.7,21,16.52
"Oo",298.83,316.67,18.32,16.41
"Bb",298.62,314.89,19.93,15.87
"Bb",299.86,311.27,28.43,17.53
"Ee",291.08,308.17,24.91,16.11
"Ff",295.12,308.54,16.8,16.15
"Ll",296.4,308.88,18.44,15.8
"Kk",294.94,300.51,12.41,11.97
"Dd",294.62,304.91,34.61,16.68
"Bb",298.97,303.3,19.06,16.25
"Jj",297.46,300.04,14.48,13.81
"Oo",281.38,321.6,15.79,13.72
"Ee",282.41,321.59,50.41,19.93
"Jj",286.21,327.45,10.97,11.49
"Kk",287.45,327.99,19.83,15.34
"Aa",289.66,328,17.02,14.77
"Cc",286.49,320.66,16.22,14.32
"Jj",288.13,320.56,30.1,17.44
"Ii",283.86,334.14,31.33,19.35
"Ff",283.9,333.95,12.8,11.82
"Ff",283.15,332.61,11.54,12.5
"Oo",283.16,332.15,15.35,13.62
"Ii",285.08,335.68,23.33,17.02
"Aa",287.45,333.08,15.93,14.05
"Ff",287.61,330.64,35.93,20.74
"Bb",288.94,330.96,23.17,17.4
"Aa",290.85,333.22,14.69,13.39
"Hh",294.23,338.27,15.93,15.5
"Tt",298.12,335.89,21.56,16.88
"Dd",293.46,326.52,45.62,21.18
"Ll",291.9,329.54,17.09,14.73
"Ee",293.64,325.09,12.14,12.21
"Mm",295.77,323.63,22.97,16.58
"Kk",298.82,322.35,16.07,15.29
"Aa",281.48,341.3,18.22,16.34
"Aa",282.6,344.12,37.35,22.46
"Kk",283.05,344,17.09,15.2
"Ii",283.26,341.41,21.6,16.65
"Jj",280.32,344.94,10.86,10.78
"Gg",279.67,348.04,18.72,16.04
"Dd",283.29,348.86,16.42,13.91
"Ff",281.84,345.28,23.44,16.13
"Ll",285.47,350.14,17.99,16.78
"Oo",288.46,348.38,20.3,16.06
"Aa",290.45,344.93,14.49,14.2
"Ee",286.64,343,12.89,12.18
"Dd",287.47,342.15,46.14,22.93
"Ii",280.99,352.82,18.58,15.8
"Cc",282.43,353.74,22.94,16.44
"Hh",282.81,352.11,15.63,13.61
"Bb",281.3,355.84,26.85,18.59
"Dd",283.19,355.75,10.59,10.44
"Cc",286.44,357.72,20.02,16.16
"Jj",283.83,356.62,23.19,18.23
"Ee",286.28,355.25,46.57,19.73
"Cc",289.26,357.19,14.64,14.25
"Ii",287.85,357.12,15.25,15.61
"Cc",290.24,354.16,23.3,16.61
"Kk",289.03,351.14,11.73,13.33
"Ee",290.44,350.76,17.6,16.58
"Ii",292.5,353.3,33.13,21.02
"Ee",292.71,354.95,12.9,12.62
"Gg",294.28,350.32,22.32,17.61
"Cc",289.57,355.84,10.53,10.28
"Aa",291.83,354.52,10.26,11.38
"Hh",293.36,358.01,10.58,10.66
"Oo",294.18,358.95,25.02,19.69
"Ff",295.37,355.54,23.71,15.67
"Kk",295.74,354.14,13.46,12.07
"Ll",299.67,352,13.38,14.1
"Aa",297.01,350.7,23.18,16.99
"Bb",295.13,340.2,17.17,14.87
"Bb",293.64,349.09,60.2,20.93
"Ii",294.8,349.45,10.23,10.44
"Ee",294.09,347.73,20.83,16.01
"Cc",293.62,345.78,31.07,20.27
"Ii",298.62,348.88,12.02,12.53
"Dd",298.93,344.66,27.41,18
"Ee",280.67,359.39,16.9,16.42
"Gg",280.85,361.74,21.14,17.53
"Ee",284.4,364.5,12.79,12.64
"Ll",283.47,361.5,19.54,16.34
"Bb",282.92,366.24,17.7,16.06
"Bb",284.83,368.95,10.62,11.2
"Gg",284.18,368,13.79,12.76
"Ee",289.61,367.94,18.41,15.66
"Ll",285.72,361.57,11.28,12.03
"Aa",279.88,375.07,11.56,10.8
"Gg",281.16,373.59,12.35,12.62
"Jj",282.86,372.5,18.63,16.36
"Dd",282.24,379.57,32.48,20.74
"Ll",287.12,381.21,11.33,12.26
"Aa",289.81,379.63,14.96,13.91
"Ll",288.95,374.55,28.37,17.48
"Ff",290.49,371.77,24.37,18.41
"Cc",288.66,372.95,18.63,15.02
"Ee",291.34,376.27,18.83,16.39
"Ff",294.48,374.6,23.93,16.63
"Aa",299.64,378.97,22.46,16.64
"Cc",299.13,375.53,14.24,13.72
"Aa",298.76,374.93,19.04,15.85
"Ll",289.71,361.71,35.69,19.47
"Bb",292.15,369.76,16.55,13.55
"Ll",281.53,383.91,10.06,11.35
"Aa",281,383.88,75.78,22.97
"Bb",282.49,384.56,24.19,18.06
"Ii",284.51,387.14,14.94,12.98
"Ii",285.73,390.08,40.51,21.98
"Oo",287.91,386.38,11.13,11.01
"Ee",287.56,386.16,14.83,13.96
"Ff",289.55,381.81,16.2,13.37
"Aa",287.12,382.32,13.7,13.86
"Cc",280.39,390.69,15.1,13.39
"Bb",281.98,392.22,20.43,15.48
"Cc",282.03,397.46,11.19,10.86
"Gg",283,397.03,11.74,11.37
"Bb",285.06,397.33,14.4,14.63
"Oo",289.03,399.76,37.26,20.42
"Ii",288.38,395.88,10.07,10.62
"Cc",288.25,396.38,17.38,15.89
"Cc",285.02,391.66,11.22,11.45
"Hh",286.53,393.96,17.5,14.87
"Ii",287.69,393.54,20.13,16.56
"Hh",291.36,389.54,24.07,16.61
"Dd",293.47,389.91,14.62,13.33
"Bb",293.47,396.35,10.3,12.57
"Nn",296.72,396.79,21.3,17.23
"Ff",296.64,396.66,32.08,20.44
"Ee",294.14,399.47,46.09,22.29
"Aa",296.32,399.77,21.89,18.4
"Dd",299.98,399.17,33.3,20
"Aa",299.81,392.54,15.71,14.03
"Oo",290.54,384.85,19.2,15.28
"Kk",291.7,389.08,16.22,15.13
"Aa",295.48,387.46,20.29,17.92
"Ii",296.94,388.51,17.92,16.56
"Jj",299.81,386.67,14.27,14.62
"Bb",299.65,386.94,28.2,18.3
"Ff",283.91,402.1,18.48,15.78
"Ee",283.2,400.16,14.21,12.56
"Kk",283.27,409.18,13.47,13.7
"Ee",286.13,406.68,15.59,12.94
"Hh",286.94,402.13,15.21,14.59
"Jj",286.56,402.98,19.31,14.49
"Jj",289.67,399.54,20.35,17.5
"Hh",284.37,418.77,32.35,18.34
"Aa",282.64,415.84,11.77,12.23
"Aa",285.86,415.13,20.58,16.51
"Gg",285.08,410.25,14.57,15.33
"Cc",299.63,418.83,30.32,20.09
"Nn",297.64,413.3,25.66,19.34
"Nn",299.4,414.53,23.08,17.84
"Ll",290.63,405.28,53.51,23.09
"Cc",294.14,403.88,12.32,13.17
"Cc",294.61,409.54,17.3,13.88
"Ii",283.11,425.5,13.44,13.56
"Cc",285.17,424.31,41.68,20.05
"Jj",281.51,427.69,32.26,20.71
"Dd",280.66,428.27,53.61,20.57
"Gg",287.88,428.62,15.48,13.96
"Hh",284.14,429.82,35.16,18.25
"Cc",287.2,430.53,30.85,18.02
"Mm",287.46,433.28,28.77,17.56
"Ee",288.96,433.99,28.91,19.42
"Oo",287.58,447.03,11.32,10.93
"Mm",280.93,452.97,34.43,19.69
"Ff",282.89,454.67,42.7,19.77
"Jj",284.84,452.8,80.17,22.62
"Dd",279.85,458.91,20.71,17.43
"Gg",287.66,460.09,20.68,16.28
"Ff",285.4,453.32,16.06,14.84
"Hh",286.78,456.17,25.38,18.9
"Hh",288.93,454.75,14.7,13.86
"Oo",288.31,453.09,15.17,13.9
"Jj",294.03,453.29,17.85,14.39
"Ll",294.48,458.68,29.72,19.17
"Hh",297.31,458.88,21.29,16.43
"Hh",299.39,459.26,17.02,15.29
"Kk",296.73,453.24,19.67,16.25
"Nn",296.75,446.54,11.76,12.08
"Cc",297.09,450.14,21.52,15.84
"Ee",300.43,448.55,12.4,12.06
"Ee",280.25,464.22,33.34,19.71
"Gg",284.38,465.96,28.12,18.13
"Bb",288.97,469.63,19.73,16.26
"Mm",288.35,466.45,25.25,16.88
"Bb",285.97,463.66,11.93,11.56
"Qq",290.2,476.37,15.54,14.11
"Aa",285.78,470.4,35.94,18.94
"Bb",291.64,472.14,15.85,15.33
"Ii",294.11,475.1,16.75,14.6
"Aa",294.71,475.26,10.25,9.89
"Bb",296.81,475.17,11.82,11.51
"Hh",296.92,472.71,17.27,14.5
"Oo",297.39,473.88,53.21,21.83
"Cc",299.17,471.73,28.68,18.47
"Aa",298.54,470.39,18.67,16.53
"Ee",291.04,460.78,11.51,12.19
"Hh",292.22,459.84,18.73,15.5
"Nn",291.48,462.57,20.67,15.93
"Dd",291.91,465.15,15.45,12.99
"Gg",290.01,468.36,10.54,10.85
"Ff",290.27,467.99,10.52,11.84
"Ii",294.14,466.68,18.93,14.91
"Oo",297.89,463.3,28.13,17.27
"Gg",284.59,482.25,15.89,12.94
"Oo",285.22,483.62,39.24,21.97
"Mm",285.57,487.9,44.38,21.59
"Gg",286.95,481.54,25.87,17.82
"Kk",288.83,481.92,23.48,15.39
"Ee",289.43,482.37,22.96,19.1
"Ee",288.29,492.84,28.34,18.66
"Ff",292.25,497.34,11.78,12
"Mm",297.45,497.86,14.15,13.35
"Nn",298.48,492.65,21.41,17.37
"Ll",293.95,480.36,34.41,16.71
"Nn",297.45,487.7,18.61,14.98
"Dd",298.77,488.22,15.34,13.93
"Aa",296.21,480.66,17.99,15.31
"Ee",299.51,483.52,47.08,19.05
"Bb",301.17,1.18,12.03,12.83
"Jj",303.79,8.11,25.87,17.98
"Ll",303.51,5.75,11.95,11.14
"Nn",306.2,7.93,16.75,13.92
"Nn",307.08,8.75,13.94,13.87
"Gg",308.09,8.28,14.32,13.27
"Bb",305.71,1.57,13.15,13.1
"Aa",309.49,0.5,12.01,11.7
"Jj",308.1,0.54,20.87,15.63
"Aa",303.57,17.13,62.12,21.91
"Ff",304.65,19.59,14.15,13.56
"Hh",306.02,10.72,22.43,16.66
"Ee",310.48,11.41,33.41,17.96
"Jj",313.4,11.35,10.8,10.81
"Ee",311.89,15.61,45.14,20.79
"Ff",311.35,18.5,22.32,17.39
"Aa",309.54,18.71,15.42,13.03
"Bb",317.84,16.16,31.78,18.39
"Ee",314.5,13.8,25.57,17.35
"Oo",315.92,14.09,25.45,19.37
"Ee",312.61,3.86,22.04,17.36
"Gg",313.23,8.84,18.04,15.28
"Mm",313.45,6.36,13.8,13.2
"Cc",313.35,5.66,15.3,14.59
"Ff",317.17,9.59,10.09,10.42
"Aa",317.98,3.68,26.94,17.38
"Gg",319.2,0.89,26.07,18.25
"Ll",300.84,22.17,20.04,15.01
"Hh",303.35,29.6,13.74,13.06
"Ii",306.27,25.51,18.04,14.07
"Mm",307.75,29.03,27.61,19.18
"Aa",304.1,32.88,20.35,16.62
"Aa",303.93,31.77,60.11,22.38
"Ee",300.97,35.27,16.09,13.81
"Dd",304.74,33.58,13.51,13.05
"Cc",308.71,35.05,27.67,17.45
"Cc",312.44,32.6,22.92,15.79
"Ee",316.81,35.61,28.3,17.84
"Jj",318.34,39.08,88.49,22.96
"Kk",315.28,34.25,14.67,14.27
"Kk",310.6,26.84,26.73,18.69
"Mm",310.93,26.9,29.38,17.1
"Mm",315.17,25.89,28.28,18.26
"Bb",301.93,49.33,24.59,17.48
"Gg",308.99,48.92,13.67,12.25
"Ee",307.06,42.41,20.09,17.35
"Ee",308.74,44.46,10.51,12.01
"Gg",301.91,54.68,17.48,15.14
"Ii",300.17,58.75,11.46,10.82
"Aa",305.48,58.61,13.19,12.86
"Gg",305.71,53.15,22.85,18.49
"Dd",313.65,56.1,22.34,15.59
"Jj",316.58,58.94,23.49,18.73
"Nn",316.11,55.06,33.77,20.9
"Dd",313.5,43.88,10.83,11.88
"Dd",317.82,43.35,12.02,12.08
"Kk",318.77,44.22,12.09,11.32
"Cc",318.64,41.35,26.79,17.45
"Cc",300.02,63.78,17.92,14.79
"Dd",303.42,61.59,19.88,14.44
"Jj",308.27,65.06,12.87,12.74
"Ii",305.63,61.73,18.88,13.86
"Aa",309.61,62.85,21.98,16.77
"Ii",308.06,61.99,48.24,20.29
"Aa",308.61,61.46,16.21,14.61
"Ee",301.94,71.28,23.85,19.31
"Hh",302.97,72.18,18.86,16.17
"Oo",303.02,76.69,24.93,17.67
"Ii",300.52,78.53,25.61,18.14
"Ee",304.6,79.68,23.08,16.96
"Cc",306.04,79.75,29.46,18.28
"Dd",308.6,78.74,21.87,16.79
"Jj",314.99,74.58,43.08,19.67
"Aa",310.7,75.45,29.09,18.69
"Hh",311.39,75.86,20.4,16.59
"Jj",309.37,78.17,24.99,18.58
"Mm",314.93,79.27,11.89,12.27
"Ii",318.75,78.38,10.47,11.96
"Dd",314.86,68,12.42,11.84
"Ll",319.96,68.53,19.52,16.35
"Bb",317.95,64.16,16.92,16.19
"Dd",319.16,61.53,11.46,11.69
"Dd",300.9,83.3,15.25,13.23
"Bb",301.77,82.23,16.07,13.5
"Pp",303.12,83.26,21.45,16.02
"Ee",305.04,89.09,20.64,16.82
"Ll",307.4,88.51,13.22,11.7
"Nn",307.97,88.91,23.3,17.47
"Hh",307.07,85.23,41.67,21.48
"Aa",305.18,84.16,13.97,13.66
"Gg",303,91.13,11.95,11.39
"Ff",304.25,95.77,37.1,21.08
"Dd",303.12,97.35,18.41,15.05
"Kk",304.83,95.99,12.35,11.37
"Hh",305.4,97.19,16.01,14.63
"Ee",306.49,97.72,16.94,14.85
"Ss",308.46,91.12,30.66,17.84
"Oo",309.65,93.03,22.51,17.35
"Ee",310.78,93.45,12.64,12.34
"Gg",313.45,91.25,10.37,9.77
"Aa",312.21,95.51,15.74,13.65
"Cc",309.91,96.9,12.9,12.36
"Dd",310.9,97.49,18.06,16.03
"Ii",311.54,99.43,33.61,18.54
"Ee",315.47,99.04,14.59,13.95
"Cc",313.87,98.03,20.45,15.68
"Gg",314.11,96.81,17.7,15.77
"Hh",316.51,99.71,14.95,12.56
"Jj",318.68,96.5,13.08,12.11
"Oo",314.18,95.2,25.08,17.05
"Bb",318.75,91.2,36.72,20.93
"Oo",310.09,80.77,26.86,19.5
"Hh",311.89,83.08,11.81,12.44
"Hh",313.25,84.48,22.85,17.31
"Oo",311.53,85.3,24.52,16.11
"Ff",311.02,84.87,37.26,21.6
"Ii",310.45,86.64,16.75,14.41
"Oo",315.92,84.86,11,11.88
"Hh",318.58,81.71,16.52,14.07
"Cc",302.27,104,22.16,15.89
"Mm",304.59,103.79,15.7,14.8
"Cc",301.17,109.47,18.41,16.98
"Bb",302.65,110.18,12.25,11.93
"Hh",303.5,104.81,20.38,15.9
"Ee",308.2,108.94,10.61,10.76
"Dd",308.96,106.59,41.94,20.82
"Ee",307.36,102.12,11.44,11.53
"Dd",309.18,102.25,11.71,11.99
"Ii",300.42,113.82,16.81,14.37
"Ee",300.74,114.66,14.97,14.43
"Gg",302.86,114.25,22.35,17.01
"Ee",300.85,116.9,21.66,18.13
"Ii",300.3,119.57,18.8,15.44
"Jj",301.64,119.16,15.93,15.21
